,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
220,Xinliang Wei,Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Joint participant selection and learning scheduling for multi-model federated edge learning,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
221,Xinliang Wei,Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Joint participant selection and learning scheduling for multi-model federated edge learning,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
222,Xinliang Wei,Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Participant selection for hierarchical federated learning in edge clouds,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
223,Xinliang Wei,Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Participant selection for hierarchical federated learning in edge clouds,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
224,Xinliang Wei,Joint participant selection and learning scheduling for multi-model federated edge learning,Participant selection for hierarchical federated learning in edge clouds,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
225,Xinliang Wei,Joint participant selection and learning scheduling for multi-model federated edge learning,Participant selection for hierarchical federated learning in edge clouds,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
226,Xinliang Wei,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
227,Xinliang Wei,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
228,Xinliang Wei,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Optimal entanglement distribution problem in satellite-based quantum networks,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
229,Xinliang Wei,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Optimal entanglement distribution problem in satellite-based quantum networks,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
230,Xinliang Wei,Participant selection for hierarchical federated learning in edge clouds,Joint participant selection and learning scheduling for multi-model federated edge learning,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
231,Xinliang Wei,Participant selection for hierarchical federated learning in edge clouds,Joint participant selection and learning scheduling for multi-model federated edge learning,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
232,Xinliang Wei,Quantum assisted scheduling algorithm for federated learning in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
233,Xinliang Wei,Quantum assisted scheduling algorithm for federated learning in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
234,Xinliang Wei,Quantum assisted scheduling algorithm for federated learning in distributed networks,Participant selection for hierarchical federated learning in edge clouds,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
235,Xinliang Wei,Quantum assisted scheduling algorithm for federated learning in distributed networks,Participant selection for hierarchical federated learning in edge clouds,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
236,Xinliang Wei,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
237,Xinliang Wei,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
238,Xinliang Wei,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Optimal entanglement distribution problem in satellite-based quantum networks,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
239,Xinliang Wei,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Optimal entanglement distribution problem in satellite-based quantum networks,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
240,Xinliang Wei,Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
241,Xinliang Wei,Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
242,Xinliang Wei,[BOOK][B] Joint Resource Management and Task Scheduling for Mobile Edge Computing,Joint participant selection and learning scheduling for multi-model federated edge learning,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
243,Xinliang Wei,[BOOK][B] Joint Resource Management and Task Scheduling for Mobile Edge Computing,Joint participant selection and learning scheduling for multi-model federated edge learning,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
244,Xinliang Wei,[BOOK][B] Joint Resource Management and Task Scheduling for Mobile Edge Computing,Participant selection for hierarchical federated learning in edge clouds,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
245,Xinliang Wei,[BOOK][B] Joint Resource Management and Task Scheduling for Mobile Edge Computing,Participant selection for hierarchical federated learning in edge clouds,Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
246,Xinwen Zhang,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
247,Xinwen Zhang,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Optimal entanglement distribution problem in satellite-based quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
248,Xinwen Zhang,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Topology design with resource allocation and entanglement distribution for quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
249,Xuanzhang Liu,Group formation and sampling in group-based hierarchical federated learning,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
250,Xuanzhang Liu,Group formation and sampling in group-based hierarchical federated learning,Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
251,Xuanzhang Liu,Group formation and sampling in group-based hierarchical federated learning,Joint participant selection and learning scheduling for multi-model federated edge learning,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
252,Xuanzhang Liu,Group formation and sampling in group-based hierarchical federated learning,Participant selection for hierarchical federated learning in edge clouds,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
253,Xuanzhang Liu,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Participant selection for hierarchical federated learning in edge clouds,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
254,Xuanzhang Liu,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
255,Xuanzhang Liu,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Optimal entanglement distribution problem in satellite-based quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
256,Xuanzhang Liu,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Topology design with resource allocation and entanglement distribution for quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
257,Xuanzhang Liu,Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
258,Yanmin Gong,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
259,Yanmin Gong,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
260,Yanmin Gong,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Participant selection for hierarchical federated learning in edge clouds,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
261,Yanmin Gong,Quantum assisted scheduling algorithm for federated learning in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
262,Yanmin Gong,Quantum assisted scheduling algorithm for federated learning in distributed networks,Participant selection for hierarchical federated learning in edge clouds,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
263,Yanmin Gong,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
264,Yanmin Gong,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Optimal entanglement distribution problem in satellite-based quantum networks,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
265,Yichen Li,Unleashing the power of continual learning on non-centralized devices: A survey,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Ph.D. Candidate of Huazhong University of Science and Technology,,,,,,
266,Yichen Li,Unleashing the power of continual learning on non-centralized devices: A survey,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
267,Yu Wang (王昱),"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Participant selection for hierarchical federated learning in edge clouds,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
268,Yu Wang (王昱),"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Participant selection for hierarchical federated learning in edge clouds,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
269,Yu Wang (王昱),"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Participant selection for hierarchical federated learning in edge clouds,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
270,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
271,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,"Group-based hierarchical federated learning: Convergence, group formation, and sampling","Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
272,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
273,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Joint participant selection and learning scheduling for multi-model federated edge learning,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
274,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Joint participant selection and learning scheduling for multi-model federated edge learning,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
275,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Joint participant selection and learning scheduling for multi-model federated edge learning,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
276,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Participant selection for hierarchical federated learning in edge clouds,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
277,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Participant selection for hierarchical federated learning in edge clouds,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
278,Yu Wang (王昱),Joint participant selection and learning optimization for federated learning of multiple models in edge cloud,Participant selection for hierarchical federated learning in edge clouds,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
279,Yu Wang (王昱),Joint participant selection and learning scheduling for multi-model federated edge learning,Participant selection for hierarchical federated learning in edge clouds,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
280,Yu Wang (王昱),Joint participant selection and learning scheduling for multi-model federated edge learning,Participant selection for hierarchical federated learning in edge clouds,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
281,Yu Wang (王昱),Joint participant selection and learning scheduling for multi-model federated edge learning,Participant selection for hierarchical federated learning in edge clouds,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
282,Yu Wang (王昱),Participant selection for hierarchical federated learning in edge clouds,Joint participant selection and learning scheduling for multi-model federated edge learning,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
283,Yu Wang (王昱),Participant selection for hierarchical federated learning in edge clouds,Joint participant selection and learning scheduling for multi-model federated edge learning,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
284,Yu Wang (王昱),Participant selection for hierarchical federated learning in edge clouds,Joint participant selection and learning scheduling for multi-model federated edge learning,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
285,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
286,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
287,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
288,Yuanqing Xia (夏元清）,Robin: An Efficient Hierarchical Federated Learning Framework Via a Learning-Based Synchronization Scheme,Group formation and sampling in group-based hierarchical federated learning,Beijing Institute of Technology,39.9578214,116.3098237,,Haidian District,Beijing,China
289,Yuanqing Xia (夏元清）,Robin: An Efficient Hierarchical Federated Learning Framework Via a Learning-Based Synchronization Scheme,Group formation and sampling in group-based hierarchical federated learning,School of Automation,,,,,,
290,Yuanqing Xia (夏元清）,Robin: An Efficient Hierarchical Federated Learning Framework Via a Learning-Based Synchronization Scheme,Group formation and sampling in group-based hierarchical federated learning,"School of Automation, Beijing Institute of Technology",,,,,,
291,Yuanxiong Guo,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Optimal entanglement distribution problem in satellite-based quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
292,Yuanxiong Guo,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Topology design with resource allocation and entanglement distribution for quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
293,Yuanxiong Guo,Entanglement from sky: Optimizing satellite-based entanglement distribution for quantum networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
294,Yuanxiong Guo,Entanglement from sky: Optimizing satellite-based entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
295,Yuanxiong Guo,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
296,Yuanxiong Guo,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
297,Yuanxiong Guo,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Participant selection for hierarchical federated learning in edge clouds,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
298,Yuanxiong Guo,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,Optimal entanglement distribution problem in satellite-based quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
299,Yuanxiong Guo,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
300,Yuanxiong Guo,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Optimal entanglement distribution problem in satellite-based quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
301,Yuanxiong Guo,Quantum assisted scheduling algorithm for federated learning in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
302,Yuanxiong Guo,Quantum assisted scheduling algorithm for federated learning in distributed networks,Participant selection for hierarchical federated learning in edge clouds,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
303,Yuanxiong Guo,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
304,Yuanxiong Guo,Quantum-Assisted Resource Management for Data Access in Space-Air-Ground Integrated Networks,Optimal entanglement distribution problem in satellite-based quantum networks,San Antonio,29.4246002,-98.4951405,Bexar County,San Antonio,Texas,United States
305,Zhenzhe Zheng,From Non-IID to IID: Mobility-aware Hierarchical Federated Learning with Client-Edge Association Control,"Group-based hierarchical federated learning: Convergence, group formation, and sampling","Professor, School of Computer Science, Shanghai Jiao Tong University",,,,,,
306,Zhenzhe Zheng,From Non-IID to IID: Mobility-aware Hierarchical Federated Learning with Client-Edge Association Control,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",School of Computer Science,,,,,,
307,Zhenzhe Zheng,From Non-IID to IID: Mobility-aware Hierarchical Federated Learning with Client-Edge Association Control,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Shanghai Jiao Tong University,31.2008912,121.4283949,,Xuhui District,Shanghai,China
308,Zhenzhe Zheng,MIDDLE: A Mobility-Driven Device-Edge-Cloud Federated Learning Framework,"Group-based hierarchical federated learning: Convergence, group formation, and sampling","Professor, School of Computer Science, Shanghai Jiao Tong University",,,,,,
309,Zhenzhe Zheng,MIDDLE: A Mobility-Driven Device-Edge-Cloud Federated Learning Framework,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",School of Computer Science,,,,,,
310,Zhenzhe Zheng,MIDDLE: A Mobility-Driven Device-Edge-Cloud Federated Learning Framework,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",Shanghai Jiao Tong University,31.2008912,121.4283949,,Xuhui District,Shanghai,China
311,Zhipeng Cheng,HEART: Achieving Timely Multi-Model Training for Vehicle-Edge-Cloud-Integrated Hierarchical Federated Learning,Joint participant selection and learning scheduling for multi-model federated edge learning,Soochow University,25.0947592,121.5454306,,Taipei,,Taiwan
312,Zhouyu Li,QuESat: Satellite-Assisted Quantum Internet for Global-Scale Entanglement Distribution,Optimal entanglement distribution problem in satellite-based quantum networks,North Carolina State University,35.7718497,-78.674087,Wake County,Raleigh,North Carolina,United States
313,Zhouyu Li,QuESat: Satellite-Assisted Quantum Internet for Global-Scale Entanglement Distribution,Optimal entanglement distribution problem in satellite-based quantum networks,"Ph.D. student of Computer Science, North Carolina State University",,,,,,
314,Zhu Han,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Optimal entanglement distribution problem in satellite-based quantum networks,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
315,Zhu Han,Co-Design of Network Topology and Qubit Allocation for Distributed Quantum Computing,Topology design with resource allocation and entanglement distribution for quantum networks,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
316,Zhu Han,Entanglement from sky: Optimizing satellite-based entanglement distribution for quantum networks,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
317,Zhu Han,Entanglement from sky: Optimizing satellite-based entanglement distribution for quantum networks,Optimal entanglement distribution problem in satellite-based quantum networks,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
318,Zhu Han,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,"Group-based hierarchical federated learning: Convergence, group formation, and sampling",University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
319,Zhu Han,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
320,Zhu Han,Hybrid quantum-classical benders' decomposition for federated learning scheduling in distributed networks,Participant selection for hierarchical federated learning in edge clouds,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
321,Zhu Han,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,Optimal entanglement distribution problem in satellite-based quantum networks,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
322,Zhu Han,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Hybrid quantum-classical computing via Dantzig-Wolfe decomposition for integer linear programming,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
323,Zhu Han,Optimizing satellite-based entanglement distribution in quantum networks via quantum-assisted approaches,Optimal entanglement distribution problem in satellite-based quantum networks,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
324,Zhu Han,Quantum assisted scheduling algorithm for federated learning in distributed networks,Joint participant selection and learning scheduling for multi-model federated edge learning,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
325,Zhu Han,Quantum assisted scheduling algorithm for federated learning in distributed networks,Participant selection for hierarchical federated learning in edge clouds,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
326,zhen chen,Storage-Assisted Uploading Method for HFL over Optical AIGC Networks,Participant selection for hierarchical federated learning in edge clouds,Shanghai Jiao Tong University,31.2008912,121.4283949,,Xuhui District,Shanghai,China
